Project,Event,Location,Sample Name,Date,Sample ID,Bottle Type ID,Depth,Rep,Sta,Test,Value,Flags
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,0,,1,1,TIC,8.29,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,0,,1,1,TOC,13.94,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,1,,1,1,DIC,8.16,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,1,,1,1,DOC,13.59,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,Total N (F),964,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,2,,1,1,Total N (UF),1162,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,Total P (F),67,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,2,,1,1,Total P (UF),67,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,Ca,11.74,E
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,Mg,3.83,E
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,Na,3.58,E
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,K,0.92,E
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,Fe,0.69,E
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,3,,1,1,Mn,0.09,E
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,4,,1,1,Cl,4.12,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,4,,1,1,SO4,2.79,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,6,,1,1,NH4,12,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,6,,1,1,NO3 NO2,333,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,7,,1,1,SRP,37,
flame2015,ChippewaRiver,LowerChippewa,1,2015-07-09,14976,11,,1,1,Color,,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,0,,1,1,TIC,8.43,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,0,,1,1,TOC,13.92,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,1,,1,1,DIC,8.11,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,1,,1,1,DOC,13.92,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,Total N (F),857,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,2,,1,1,Total N (UF),1151,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,Total P (F),151,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,2,,1,1,Total P (UF),197,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,Ca,11.58,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,Mg,3.87,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,Na,3.75,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,K,1.3,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,Fe,1.37,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,3,,1,1,Mn,0.1,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,4,,1,1,Cl,4.81,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,4,,1,1,SO4,2.87,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,6,,1,1,NH4,10,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,6,,1,1,NO3 NO2,358,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,7,,1,1,SRP,78,
flame2015,ChippewaRiver,LowerChippewa,2,2015-07-09,14977,11,,1,1,Color,,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,0,,1,1,TIC,21.8,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,0,,1,1,TOC,5.24,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,1,,1,1,DIC,21.3,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,1,,1,1,DOC,5.32,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,Total N (F),1574,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,2,,1,1,Total N (UF),1814,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,Total P (F),78,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,2,,1,1,Total P (UF),135,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,Ca,26.26,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,Mg,11.12,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,Na,5.8,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,K,1.71,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,Fe,0.09,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,3,,1,1,Mn,0.02,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,4,,1,1,Cl,9.81,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,4,,1,1,SO4,6.23,
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,6,,1,1,NH4,53,E
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,6,,1,1,NO3 NO2,1195,E
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,7,,1,1,SRP,62,E
flame2015,ChippewaRiver,LowerChippewa,3,2015-07-10,14978,11,,1,1,Color,,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,0,,1,1,TIC,11.02,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,0,,1,1,TOC,12.03,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,1,,1,1,DIC,10.86,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,1,,1,1,DOC,11.81,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,Total N (F),976,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,2,,1,1,Total N (UF),888,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,Total P (F),64,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,2,,1,1,Total P (UF),66,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,Ca,14.81,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,Mg,5.35,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,Na,4.14,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,K,1.19,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,Fe,0.42,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,3,,1,1,Mn,0.01,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,4,,1,1,Cl,5.71,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,4,,1,1,SO4,3.69,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,6,,1,1,NH4,15,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,6,,1,1,NO3 NO2,567,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,7,,1,1,SRP,51,
flame2015,ChippewaRiver,LowerChippewa,4,2015-07-10,14979,11,,1,1,Color,,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,0,,1,1,TIC,12.01,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,0,,1,1,TOC,11.33,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,1,,1,1,DIC,11.52,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,1,,1,1,DOC,11.29,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,Total N (F),1144,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,2,,1,1,Total N (UF),1046,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,Total P (F),71,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,2,,1,1,Total P (UF),125,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,Ca,15.39,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,Mg,5.77,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,Na,4.27,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,K,1.37,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,Fe,0.37,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,3,,1,1,Mn,0.02,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,4,,1,1,Cl,5.89,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,4,,1,1,SO4,3.91,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,6,,1,1,NH4,8,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,6,,1,1,NO3 NO2,572,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,7,,1,1,SRP,49,
flame2015,ChippewaRiver,LowerChippewa,5,2015-07-10,14980,11,,1,1,Color,,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,Total N (F),191,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,2,,1,1,Total N (UF),161,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,Total P (F),11,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,2,,1,1,Total P (UF),10,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,Ca,17.47,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,Mg,4.09,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,Na,2.05,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,K,0.65,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,Fe,1.24,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,3,,1,1,Mn,0.03,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,4,,1,1,Cl,1.04,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,4,,1,1,SO4,8.65,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,6,,1,1,NH4,14,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,6,,1,1,NO3 NO2,63,
flame2015,ColumbiaRiver_2016,CR,1,2016-07-12,16872,7,,1,1,SRP,3,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,Total N (F),192,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,2,,1,1,Total N (UF),234,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,Total P (F),6,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,2,,1,1,Total P (UF),10,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,Ca,17.29,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,Mg,4.07,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,Na,2.04,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,K,0.66,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,Fe,0,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,4,,1,1,Cl,1.04,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,4,,1,1,SO4,8.74,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,6,,1,1,NH4,8,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,6,,1,1,NO3 NO2,62,
flame2015,ColumbiaRiver_2016,CR,2,2016-07-14,16873,7,,1,1,SRP,3,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,Total N (F),259,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,2,,1,1,Total N (UF),288,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,Total P (F),15,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,2,,1,1,Total P (UF),24,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,Ca,13.2,E
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,Mg,3.66,E
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,Na,8.19,E
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,K,1.43,E
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,Fe,0,E
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,3,,1,1,Mn,0,E
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,4,,1,1,Cl,4.21,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,4,,1,1,SO4,10.45,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,6,,1,1,NH4,57,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,6,,1,1,NO3 NO2,108,
flame2015,ColumbiaRiver_2016,CR,3,2016-07-14,16874,7,,1,1,SRP,23,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,Total N (F),542,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,2,,1,1,Total N (UF),791,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,Total P (F),60,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,2,,1,1,Total P (UF),103,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,Ca,22.19,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,Mg,7.91,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,Na,11.11,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,K,1.94,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,Fe,1.49,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,3,,1,1,Mn,0.03,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,4,,1,1,Cl,7.1,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,4,,1,1,SO4,13.34,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,6,,1,1,NH4,9,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,6,,1,1,NO3 NO2,252,
flame2015,ColumbiaRiver_2016,CR,4,2016-07-14,16875,7,,1,1,SRP,33,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,Total N (F),218,E
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,2,,1,1,Total N (UF),274,E
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,Total P (F),10,E
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,2,,1,1,Total P (UF),15,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,Ca,16.14,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,Mg,4.08,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,Na,3.85,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,K,0.88,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,Fe,0,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,4,,1,1,Cl,1.96,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,4,,1,1,SO4,9.45,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,6,,1,1,NH4,10,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,6,,1,1,NO3 NO2,105,
flame2015,ColumbiaRiver_2016,CR,5,2016-07-15,16876,7,,1,1,SRP,6,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,Total N (F),344,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,2,,1,1,Total N (UF),275,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,Total P (F),9,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,2,,1,1,Total P (UF),16,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,Ca,16.22,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,Mg,4.09,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,Na,3.81,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,K,0.88,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,Fe,0,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,4,,1,1,Cl,2.09,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,4,,1,1,SO4,9.12,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,6,,1,1,NH4,20,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,6,,1,1,NO3 NO2,116,
flame2015,ColumbiaRiver_2016,CR,6,2016-07-15,16877,7,,1,1,SRP,7,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,Total N (F),192,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,2,,1,1,Total N (UF),235,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,Total P (F),9,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,2,,1,1,Total P (UF),15,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,Ca,15.84,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,Mg,4.05,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,Na,3.44,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,K,0.82,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,Fe,0.17,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,4,,1,1,Cl,1.76,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,4,,1,1,SO4,8.89,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,6,,1,1,NH4,12,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,6,,1,1,NO3 NO2,88,
flame2015,ColumbiaRiver_2016,CR,7,2016-07-16,16878,7,,1,1,SRP,4,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,Total N (F),469,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,2,,1,1,Total N (UF),515,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,Total P (F),19,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,2,,1,1,Total P (UF),72,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,Ca,19.14,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,Mg,8.82,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,Na,12.45,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,K,1.8,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,Fe,0.51,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,3,,1,1,Mn,0.07,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,4,,1,1,Cl,2.34,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,4,,1,1,SO4,7.33,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,6,,1,1,NH4,5,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,6,,1,1,NO3 NO2,2,
flame2015,ColumbiaRiver_2016,CR,8,2016-07-16,16880,7,,1,1,SRP,7,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,Total N (F),199,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,2,,1,1,Total N (UF),192,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,Total P (F),8,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,2,,1,1,Total P (UF),15,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,Ca,15.9,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,Mg,4.02,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,Na,3.37,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,K,0.8,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,Fe,0,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,4,,1,1,Cl,1.76,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,4,,1,1,SO4,8.89,
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,6,,1,1,NH4,30,E
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,6,,1,1,NO3 NO2,104,E
flame2015,ColumbiaRiver_2016,CR,9,2016-07-16,16881,7,,1,1,SRP,9,E
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,Total N (F),239,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,2,,1,1,Total N (UF),266,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,Total P (F),12,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,2,,1,1,Total P (UF),21,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,Ca,15.6,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,Mg,4.03,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,Na,3.48,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,K,0.81,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,Fe,0,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,4,,1,1,Cl,1.79,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,4,,1,1,SO4,8.89,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,6,,1,1,NH4,16,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,6,,1,1,NO3 NO2,92,
flame2015,ColumbiaRiver_2016,CR,10,2016-07-17,16882,7,,1,1,SRP,6,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,Total N (F),216,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,2,,1,1,Total N (UF),220,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,Total P (F),13,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,2,,1,1,Total P (UF),16,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,Ca,15.69,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,Mg,4.03,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,Na,3.55,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,K,0.82,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,Fe,0,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,4,,1,1,Cl,1.79,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,4,,1,1,SO4,8.62,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,6,,1,1,NH4,17,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,6,,1,1,NO3 NO2,94,
flame2015,ColumbiaRiver_2016,CR,11,2016-07-17,16883,7,,1,1,SRP,7,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,Total N (F),191,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,2,,1,1,Total N (UF),197,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,Total P (F),12,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,2,,1,1,Total P (UF),20,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,Ca,15.28,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,Mg,3.96,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,Na,3.58,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,K,0.83,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,Fe,0,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,3,,1,1,Mn,0,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,4,,1,1,Cl,1.81,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,4,,1,1,SO4,8.53,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,6,,1,1,NH4,9,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,6,,1,1,NO3 NO2,90,
flame2015,ColumbiaRiver_2016,CR,12,2016-07-17,16884,7,,1,1,SRP,6,
flame2015,ColumbiaRiver_2016,CR,13,2016-07-17,16885,3,,1,1,Total N (F),531,
flame2015,ColumbiaRiver_2016,CR,13,2016-07-17,16885,2,,1,1,Total N (UF),630,
flame2015,ColumbiaRiver_2016,CR,13,2016-07-17,16885,3,,1,1,Total P (F),47,
flame2015,ColumbiaRiver_2016,CR,13,2016-07-17,16885,2,,1,1,Total P (UF),66,
