"XCO2Dpp" "XCH4Dpp" "TempC" "SPCuScm" "ChlARFU" "ChlAugL" "BGAPCRFU" "BGAPCgL" "TurbFNU" "fDOMRFU" "fDOMQSU" "ODOsat" "ODOmgL" "pH" "Pressps" "XCO2Dppm_h" "XCO2Dppm_t" "XCH4Dppm_h" "XCH4Dppm_t" "TmpC_hy" "TempC_t" "SPCScm_h" "SPCScm_t" "ChlARFU_h" "ChlARFU_t" "ChlAgL_h" "ChlAgL_t" "BGAPCRFU_h" "BGAPCRFU_t" "BGAPCgL_h" "BGAPCgL_t" "TrbFNU_h" "TrbFNU_t" "fDOMRFU_h" "fDOMRFU_t" "fDOMQSU_h" "fDOMQSU_t" "ODOst_h" "ODOst_t" "ODOmgL_h" "ODOmgL_t" "pH_hyd" "pH_tau" "CH4uM" "CH4Sat" "CH4M_hy" "CH4St_h" "CH4uM_t" "CH4St_t" "CO2uM" "CO2Sat" "CO2M_hy" "CO2St_h" "CO2uM_t" "CO2St_t" "Date" "Statistic" "Lake" "LakeDay" "Depth" "NITRATEU" "NITRATEM" "ABS254" "ABS350" "TINT" "TSPEC" "TLAMP"
"1" 362.835555888462 188.214610779528 23.5839428226096 95.1167517655147 0.781152361413681 1.40564953380865 0.450896634115516 0.496977306725022 0.894026527700437 6.47713268490959 15.0071513470254 95.6597146887365 8.10566372576967 7.73047817123007 3.22032960393016 360.808295795385 328.356209335204 189.484517950094 125.177197430128 23.6104911154532 23.5932817458631 95.1475623155685 95.1353838380881 0.790655872769332 0.767424109391849 1.45256167592113 1.4726602494558 0.451105620559397 0.443952000949989 0.497943215512594 0.493966452225959 0.805432131329807 0.820262942205435 2.51548990239526 5.28659199316817 14.5627361007088 17.3541811536699 95.5205470148842 95.8956808155128 8.10766850475766 8.11056615575875 7.73008635664335 7.72316319455143 0.244331935506175 8756.90816489778 0.249341194980557 8790.1963957544 0.11912296171366 6528.30491929293 12.5187656523607 80.2388328138725 12.3379306145561 82.0987306063125 10.8675910968022 76.6560677773898 2015-07-20 "Min" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"2" 516.766173980381 262.821966971464 23.7580062698017 95.4302266167088 0.875603837366753 1.83828242368893 0.479272522310685 0.524852266930353 2.28290863055458 12.5782292323155 35.743058171158 98.3766865552992 8.32454247822307 7.78265163929163 3.64797739273504 532.768582967315 548.170453832041 261.246965887948 234.930571215948 23.758393392316 23.7514972692818 95.4197631088178 95.4381060314436 0.875741880595927 0.876826213150863 1.83845050587947 1.84817502414853 0.477770841397631 0.479607903707924 0.526165617270559 0.524238011879902 2.2674583303644 2.28811183922062 12.3778203919707 12.5092507976651 36.1654935861658 36.4439536528908 98.4871386636504 98.5730258475362 8.33763217883475 8.3242030146683 7.78295294732093 7.78112023089232 0.352701122512 12207.1701512848 0.352275547758537 11994.5743838236 0.316813649834974 11086.6300171709 17.4867039530978 117.742462643502 17.8620995702234 119.120038729912 18.1277360660019 120.345494274455 2015-07-20 "Q25" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"3" 571.39133148911 280.434262726372 23.8056866356862 95.5074410472595 0.891318931567316 1.89584195646419 0.483192267417138 0.529121338766842 2.43425000303095 13.1188223220167 37.4210836374402 99.202875350264 8.37319997904173 7.79520454684072 3.74178505757899 570.198244602346 572.79106894507 277.078557464538 251.693868934116 23.811534486945 23.8056469225766 95.5122733344035 95.5172600351518 0.890669479864462 0.891837858357 1.897952749622 1.90626755677944 0.481965221405383 0.484059057467497 0.530051479719344 0.528515026266876 2.45294956009892 2.45052686190764 12.9774621966593 13.1464815758586 37.8211853486572 38.1104091930542 99.3104335717691 99.3887788840951 8.3941335083371 8.38034756741728 7.79755994823493 7.79548357841541 0.377878592189261 13018.045524573 0.375402724594136 12782.0752808281 0.336838429021786 11769.5508821938 18.9799349060185 127.298120561619 18.9905468147573 127.381194619493 18.9936248024816 127.681581424288 2015-07-20 "Median" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"4" 550.454526998569 292.218870172421 23.8335068500261 95.7973233972811 0.888330554522439 1.8901671825129 0.482660632629599 0.528693786786937 2.42467526999758 13.2970496083022 37.8265505681122 99.4956610002576 8.39325139059029 7.81696402265307 3.72268655672048 552.064747036064 557.132129507909 287.92266093253 258.913198792604 23.8440059285245 23.8451141373769 95.8168844971845 95.7964910757402 0.888655927235221 0.889325788107478 1.88330198080015 1.89482255350235 0.481322257969509 0.483430034371966 0.529465482242361 0.528479517950342 2.45190445543561 2.44870750978428 13.1410516531709 13.3155005008963 38.2455902371505 38.5514439731166 99.5813054153563 99.6767009843855 8.40919284954744 8.40633304561796 7.81808725220607 7.81616186031 0.389225137568527 13510.2481252591 0.39010236648489 13143.003752373 0.347978253454021 12353.3790799369 18.3441184896474 123.432808348199 18.4256141668179 123.393682638421 18.394731557158 123.090726846916 2015-07-20 "Mean" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"5" 588.581334879911 309.650582657053 23.8666475323431 95.8801237957649 0.903361740398816 1.95438770589612 0.486319862108939 0.532574948204973 2.60325399371225 13.9891628505743 39.7916323482363 100.178187074677 8.44405256985044 7.82919576508332 3.82253836831503 588.821535669997 591.408776096701 306.972303086628 276.226472871166 23.8864796756491 23.8893172164321 95.8840351677025 95.8588176384628 0.903221868898876 0.905609235911728 1.94770729777408 1.95607893655387 0.485050823015496 0.487499759524276 0.533110780560224 0.532780276260743 2.67188195108084 2.64644425205203 13.8257369557622 14.0269388420784 40.0987840003716 40.4464676185435 100.271382169893 100.425667295139 8.46318793234712 8.4679072278199 7.82542518588878 7.81640233809232 0.414939992586138 14305.9727018772 0.415590484665006 13919.5230706834 0.370183669165681 13193.2879692736 19.501583310682 131.095558653289 19.5884039591713 131.682747569024 19.625289280794 131.504134816586 2015-07-20 "Q75" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"6" 643.832008786082 554.965247806146 24.3653637709736 98.6131728925558 0.995515304224524 2.27703145776763 0.51245727348097 0.557430633323423 3.85453872942638 18.4140031699349 53.0172608481395 105.927044317565 8.89438717069287 8.06194673847729 4.06421964400989 636.417961190276 674.547063280009 526.28387543279 497.127871813058 24.3206153293329 24.3590115926834 98.6975738422255 98.4772614276265 1.01377282036147 0.990782719207703 2.30095850447809 2.30848199873888 0.510519533031533 0.518385576592362 0.554067397051022 0.560717359774506 3.88453319249651 3.89711506276537 18.2333757754239 18.9323234291741 56.1381211639859 56.3318440146806 106.828356758377 106.419902267369 8.91512697134851 8.96424037495859 8.06477636234004 8.17407448746903 0.731775960572176 25874.9932718724 0.728784156780241 25716.1105295226 0.7363156425365 24705.8518236809 21.2038468473863 141.897518771549 21.4050261618021 146.203067692482 22.2989275914738 148.26160842349 2015-07-20 "Max" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"7" 439.345889323464 234.847537000551 23.7007430421688 95.3510654950547 0.843149708127555 1.71144155473125 0.471584852072851 0.517692418885781 1.93249361985705 11.6677747468389 32.7871802890027 97.1581835031987 8.23450282905543 7.76742517769531 3.46917733985322 440.837592749471 439.595267868581 232.587922680471 205.085195176606 23.7043959207794 23.685028966385 95.3499064342704 95.3642090540233 0.845724597085879 0.842760609078808 1.6727223342887 1.6987994853831 0.470380542978626 0.471022343927633 0.51758141878225 0.516464264662419 1.86925923298906 1.89605256965626 11.457497126061 11.5854542074465 33.1347198721224 33.8984900677431 97.425942530755 97.5479296483835 8.24502713542207 8.23679576672658 7.76637657647702 7.76408774206946 0.310338998287937 10881.8317459129 0.312092334035618 10868.2298218117 0.2878774211589 9712.32144295397 15.0027231619493 101.475468965783 14.7772818029403 97.497415858794 14.1060649507887 93.9667073048456 2015-07-20 "Q05" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"8" 462.529618725925 247.938236803043 23.7184692940317 95.3832988621847 0.858004617503955 1.76254641038976 0.474774627159078 0.520803058297749 2.08370644503548 12.0768148231336 34.2602737924504 97.7190344119899 8.27204470632988 7.77211334018568 3.54535895487704 463.136358936972 465.936979413352 246.392826572003 215.675869551864 23.725360928103 23.7064800228891 95.3807146245018 95.3961684401035 0.859090095814827 0.855224490004353 1.74408591999057 1.75731250435013 0.47326953881762 0.474796373438457 0.521290662695564 0.519601758237738 2.05074368937614 2.10072873602744 11.8615238924729 12.0771426572174 34.7218824571767 35.0350731471822 97.8887153924724 97.9813216453264 8.28708441918518 8.27840400498396 7.77053803716205 7.7688077647577 0.32872780639777 11437.4345108494 0.331492995485057 11352.2950029624 0.300078929560798 10176.4285947009 15.7326432615403 106.697552682913 15.6258532896864 102.987868749439 14.9512013023488 99.5260088195336 2015-07-20 "Q10" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"9" 599.541792206648 356.693758422247 24.0209050862389 96.7469066894331 0.914120688041416 2.00164533256287 0.489673199160655 0.536382067934677 2.75533643179299 14.7753778501053 42.4509385355293 101.884772041639 8.54342442135406 7.90829628786399 3.86876638527959 600.114814538258 607.17454752007 345.408808091807 309.205187026711 24.0336046884362 24.0755806825033 96.8602897795954 96.7854933285934 0.914150696019738 0.917030351109104 1.98730413048438 2.00435674001031 0.488075841560742 0.491092489634286 0.536642169574654 0.537375595764191 2.86954280175242 2.82084249250979 14.7107838722922 15.1320197670957 42.8730176926641 43.1194324697442 101.819217058969 101.836951924437 8.55726671164332 8.56865511961055 7.91245898244716 7.91875399786128 0.457872357427364 16101.115745802 0.462532637697793 15277.474356938 0.40945392729213 15193.1299812281 19.7632977491566 133.200029573679 19.971823596849 134.358960332095 20.0793642496101 135.009110896974 2015-07-20 "Q90" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
"10" 605.19442011693 389.235162677058 24.1026117284764 97.1432490983887 0.921959765639894 2.04170076842811 0.492432968292535 0.538914356020665 2.86373266710305 15.2481282201371 44.1333405321742 103.267225698061 8.64129485323641 7.93323804458716 3.89999380264887 603.580880268867 612.980499965901 373.156897492504 330.69944176339 24.1156303401875 24.1603065772142 97.447602353001 97.3952834412687 0.925083473253934 0.925841969440592 2.02441741902267 2.04869705027736 0.490506342631069 0.493975585678006 0.539398661539705 0.540829399625355 2.97604665659955 2.93116932258195 15.5095968877502 15.6423791510593 45.0783884202534 44.2925711431379 103.138922501569 103.295868466989 8.64392807288626 8.6576065306851 7.94648508906007 7.95338096852969 0.503031361923447 17641.2952064291 0.514941891853333 16676.5300568738 0.44125942083317 16558.4022672611 19.9162989314328 134.21583410747 20.1156238463027 135.534316512558 20.2881948341413 136.246082205865 2015-07-20 "Q95" "AlderLake" "AlderLake_2015-07-20" NA NA NA NA NA NA NA NA
