"Min","Q1","Median","Mean","Q3","Max","sd","Variable"
1.866,4.24,4.742,4.632,5.105,5.785,0.559590129823594,"Depth"
23.23,23.53,23.57,23.54,23.59,23.72,0.0713034458908555,"TempC"
13.32,13.39,13.4,13.4,13.4,13.49,0.019673677594331,"SPCµScm"
0.2242,0.2547,0.2604,0.2603,0.2648,0.323,0.00860821091366063,"ChlARFU"
0.7326,0.8561,0.8763,0.876,0.8903,1.15,0.0364959826147673,"ChlAµgL"
-0.04275,-0.02269,-0.02092,-0.02174,-0.0196,-0.002217,0.00420727069718071,"BGAPCRFU"
0.001909,0.02245,0.0245,0.0238,0.02649,0.0443,0.00485690940594055,"BGAPCµL"
0.6838,1.211,1.322,1.295,1.4,1.668,0.139831857864283,"TurbFNU"
0.9281,0.9479,0.9495,0.9497,0.9518,0.9707,0.00327302288282785,"fDOMRFU"
3.012,3.084,3.09,3.09,3.097,3.176,0.0111164306010099,"fDOMQSU"
92.04,93.7,94.09,94.15,94.48,96.73,0.603269230915551,"ODOsat"
7.819,7.996,8.014,8.025,8.047,8.241,0.0515075845075842,"ODOmgL"
6.401,6.44,6.451,6.454,6.46,6.564,0.0202909397914184,"pH"
5.245,5.837,5.959,5.958,6.07,6.554,0.170526880952301,"Pressps"
23.22,23.54,23.59,23.56,23.6,23.75,0.0720620450296741,"TmpC_hy"
23.26,23.54,23.58,23.56,23.59,23.8,0.0690656996751321,"TempC_t"
13.33,13.4,13.4,13.4,13.4,13.48,0.0173070949139034,"SPCµScm_h"
13.32,13.4,13.4,13.4,13.41,13.49,0.0191984160558485,"SPCµScm_t"
0.2303,0.2558,0.2616,0.2608,0.2648,0.313,0.00766067320772748,"ChlARFU_h"
0.2213,0.2539,0.2613,0.2605,0.2653,0.3227,0.00985339310126044,"ChlARFU_t"
0.7336,0.8565,0.8794,0.8743,0.8905,1.095,0.0346123238689007,"ChlAµgL_h"
0.7262,0.8439,0.8702,0.8683,0.8869,1.12,0.034187943316482,"ChlAµgL_t"
-0.04032,-0.02289,-0.02141,-0.02182,-0.02018,-0.002607,0.00392666759416738,"BGAPCRFU_h"
-0.04708,-0.02234,-0.02035,-0.02146,-0.01901,-0.003675,0.00489438801016416,"BGAPCRFU_t"
0.008287,0.02321,0.02429,0.02439,0.02572,0.0446,0.00346544124157368,"BGAPCµgL_h"
0.003266,0.02338,0.02477,0.02404,0.02591,0.04943,0.00423179805613811,"BGAPCµgL_t"
0.6781,1.281,1.402,1.371,1.462,1.977,0.142155897989086,"TrbFNU_h"
0.643,1.169,1.279,1.261,1.357,1.758,0.152683536160806,"TrbFNU_t"
0.9109,0.9474,0.9492,0.9493,0.952,0.9655,0.00367497650746464,"fDOMRFU_h"
0.9268,0.945,0.9478,0.9484,0.952,0.9744,0.00451995930950021,"fDOMRFU_t"
3.031,3.086,3.091,3.094,3.105,3.206,0.0135258513876693,"fDOMQSU_h"
3.024,3.095,3.1,3.101,3.106,3.178,0.0108702776041251,"fDOMQSU_t"
91.72,93.95,94.46,94.39,94.8,97.84,0.604630492857309,"ODOst_h"
91.78,93.51,93.89,93.98,94.44,99.42,0.640332434274263,"ODOst_t"
7.831,7.99,8.016,8.018,8.044,8.264,0.0471096674261377,"ODOmgL_h"
7.803,8.002,8.062,8.059,8.115,8.36,0.0685764989198334,"ODOmgL_t"
6.396,6.436,6.446,6.452,6.456,6.653,0.0236763265177257,"pH_hyd"
6.399,6.431,6.441,6.446,6.452,6.632,0.0223614300321669,"pH_tau"
