"Min","Q1","Median","Mean","Q3","Max","sd","Variable"
2.588,4.552,4.872,4.819,5.14,6.183,0.437016570119596,"Depth"
95.65,118.9,121.4,122.7,123.6,212.6,8.86564239335735,"XCO2Dpp"
344,473.9,495.1,498.9,516.4,604.1,32.7792774561871,"XCH4Dpp"
21.42,22.54,22.57,22.56,22.61,22.74,0.0858785896307747,"TempC"
124.7,125.7,125.7,125.7,125.9,126.6,0.190688782812141,"SPCµScm"
0.5654,0.6795,0.7,0.7089,0.7363,0.9479,0.042781195072577,"ChlARFU"
1.958,2.547,2.652,2.677,2.787,3.974,0.182370400867325,"ChlAµgL"
1.062,3.027,3.117,3.081,3.162,3.768,0.165453620379346,"BGAPCRFU"
0.9469,3.018,3.112,3.078,3.17,3.758,0.176207230920358,"BGAPCµL"
5.97,11.68,11.9,11.82,12.12,13.2,0.524323189496844,"TurbFNU"
5.079,5.28,5.307,5.354,5.375,7.975,0.170741068701085,"fDOMRFU"
15.26,15.83,15.93,16.05,16.07,24.04,0.524193627089111,"fDOMQSU"
92.48,94.69,95.16,95.25,95.63,107.6,1.00866786075,"ODOsat"
8.059,8.178,8.221,8.239,8.279,9.708,0.11072287916564,"ODOmgL"
7.715,8.463,8.476,8.47,8.486,8.573,0.0394457881059793,"pH"
3.749,5.866,5.968,5.937,6.058,6.54,0.207957168838023,"Pressps"
102.5,117.5,119.9,120.1,121.5,172.8,5.4587441157602,"XCO2Dppm_h"
4.544,26.93,30.97,31.52,34.9,68.49,6.55300835707064,"XCO2Dppm_t"
355.8,480,503.2,505.4,524.1,597.7,32.1214783567569,"XCH4Dppm_h"
21.88,128.9,143.1,151.3,168.1,336.5,33.4195301591817,"XCH4Dppm_t"
21.38,22.53,22.56,22.55,22.59,22.7,0.0828274121608381,"TmpC_hy"
21.33,22.52,22.56,22.55,22.6,22.76,0.098786727569994,"TempC_t"
124.8,125.6,125.7,125.7,125.9,126.9,0.219894638134561,"SPCµScm_h"
124.7,125.6,125.7,125.7,125.8,126.6,0.186997098625667,"SPCµScm_t"
0.5139,0.6718,0.6957,0.7006,0.7279,0.9081,0.0409199344959212,"ChlARFU_h"
0.5158,0.6632,0.6885,0.6954,0.72,1.102,0.0492773959041288,"ChlARFU_t"
2.03,2.557,2.637,2.676,2.776,3.897,0.178626613705293,"ChlAµgL_h"
1.851,2.532,2.635,2.639,2.755,3.718,0.160665111773072,"ChlAµgL_t"
1.102,2.984,3.08,3.043,3.124,3.728,0.161345884562693,"BGAPCRFU_h"
1.068,2.964,3.064,3.034,3.137,3.771,0.177532319993542,"BGAPCRFU_t"
1.369,3.062,3.153,3.12,3.2,3.685,0.154667940468068,"BGAPCµgL_h"
1.076,3.02,3.129,3.105,3.206,3.795,0.174259267565174,"BGAPCµgL_t"
5.119,11.51,11.79,11.67,12.03,13.22,0.577609930090663,"TrbFNU_h"
5.865,11.52,11.78,11.63,11.93,12.79,0.557641355341839,"TrbFNU_t"
5.128,5.298,5.34,5.385,5.408,8.125,0.192923958808072,"fDOMRFU_h"
5.076,5.257,5.281,5.309,5.319,7.509,0.132442083128032,"fDOMRFU_t"
15.35,15.75,15.82,15.91,15.94,23.33,0.427630801156285,"fDOMQSU_h"
15.31,15.91,16,16.12,16.17,23.85,0.532199560852454,"fDOMQSU_t"
92,94.05,94.57,94.68,95.12,107.9,0.99862246188177,"ODOst_h"
91.58,94.11,94.53,94.7,95.06,109.8,1.03523856264434,"ODOst_t"
7.888,8.133,8.183,8.193,8.238,9.658,0.0975737233828029,"ODOmgL_h"
7.966,8.136,8.186,8.202,8.242,9.961,0.108630237088791,"ODOmgL_t"
7.714,8.447,8.463,8.455,8.475,8.607,0.04776158241604,"pH_hyd"
7.66,8.432,8.457,8.443,8.47,8.544,0.0591592845219803,"pH_tau"
0.5702,0.7721,0.8082,0.8122,0.8462,0.9512,0.0525719114062221,"CH4uM"
19430,25590,26910,27010,28060,32050,1789.99408735253,"CH4Sat"
0.6225,0.7595,0.8024,0.8054,0.8438,0.9376,0.0527895460395202,"CH4M_hy"
19620,25220,26460,26650,27920,31180,1708.86152872901,"CH4St_h"
0.4107,0.6915,0.7367,0.7407,0.79,0.9725,0.0699785753443598,"CH4uM_t"
14900,23520,25240,25230,26690,32680,2247.89108195073,"CH4St_t"
3.935,4.423,4.491,4.483,4.536,8.151,0.146119260107063,"CO2uM"
24.34,29.46,30.11,30.17,30.57,46.01,1.63901763952875,"CO2Sat"
3.839,4.609,4.693,4.728,4.78,8.186,0.351746214989975,"CO2M_hy"
24.41,28.97,29.61,29.6,30.01,49.15,1.51051767964235,"CO2St_h"
3.691,4.472,4.535,4.523,4.583,7.14,0.221100356587053,"CO2uM_t"
20.79,27.7,28.05,27.89,28.44,30.73,1.11503173839056,"CO2St_t"
