"Min","Q1","Median","Mean","Q3","Max","sd","Variable"
207.3,409.8,424.2,422,441.1,515,33.8607919635156,"XCO2Dpp"
135,176.6,188.4,188.1,198.5,274.7,21.2283229504536,"XCH4Dpp"
23.63,23.81,23.86,23.87,23.92,24.2,0.0869817722905462,"TempC"
89.21,90.76,90.99,90.87,91.1,91.5,0.343570578535193,"SPCµScm"
0.327,0.3593,0.3636,0.3647,0.3681,0.4169,0.00892074737161011,"ChlARFU"
1.103,1.26,1.275,1.28,1.293,1.453,0.0334534032563983,"ChlAµgL"
-0.007749,0.009286,0.01094,0.01213,0.0129,0.03726,0.00501078681655388,"BGAPCRFU"
0.04656,0.05568,0.05727,0.05877,0.05981,0.08493,0.00528138257597189,"BGAPCµL"
0.6297,1.255,1.333,1.325,1.387,1.874,0.121390523345005,"TurbFNU"
7.093,8.313,8.463,8.402,8.587,9.014,0.299830052598509,"fDOMRFU"
21.34,24.76,25.19,25.01,25.53,26.49,0.852222365983966,"fDOMQSU"
93.74,98.77,99.43,99.92,100.4,108.4,1.97470371990109,"ODOsat"
7.884,8.333,8.39,8.418,8.458,9.099,0.143060930031529,"ODOmgL"
7.859,7.978,8.01,8.026,8.058,8.4,0.0759039461792808,"pH"
1.818,2.942,3.123,3.093,3.269,3.502,0.205111933520109,"Pressps"
269.8,399.4,423,416.1,439.7,521.2,37.2879262387034,"XCO2Dppm_h"
231.7,397.2,425.9,416.7,442,518.3,41.1490545732395,"XCO2Dppm_t"
128.9,170.2,183.5,183.2,195.7,261.5,21.9795431517129,"XCH4Dppm_h"
124.2,165.2,184.8,185,200.6,295.7,26.3320646920557,"XCH4Dppm_t"
23.61,23.81,23.85,23.87,23.92,24.25,0.087547321822698,"TmpC_hy"
23.6,23.81,23.84,23.87,23.92,24.16,0.0895990238283957,"TempC_t"
89.55,90.85,91.06,90.95,91.16,91.5,0.309196623118661,"SPCµScm_h"
89.28,90.78,91.04,90.9,91.14,91.51,0.356560392710488,"SPCµScm_t"
0.3265,0.3581,0.3613,0.3625,0.3655,0.4004,0.00769755727387187,"ChlARFU_h"
0.3244,0.3612,0.3646,0.3659,0.368,0.4107,0.00866841063930451,"ChlARFU_t"
1.146,1.266,1.283,1.286,1.297,1.456,0.034019509233266,"ChlAµgL_h"
1.112,1.268,1.282,1.287,1.297,1.435,0.0342950986142643,"ChlAµgL_t"
-0.01462,0.009388,0.01087,0.01232,0.01304,0.03688,0.00502035212128901,"BGAPCRFU_h"
-0.006857,0.008275,0.009648,0.01116,0.01178,0.03699,0.00510629357135497,"BGAPCRFU_t"
0.04611,0.05718,0.0582,0.05956,0.05981,0.08271,0.00470065097583765,"BGAPCµgL_h"
0.03975,0.05524,0.05687,0.05824,0.0591,0.08264,0.0051282757230648,"BGAPCµgL_t"
0.6507,1.227,1.311,1.307,1.382,2.073,0.125505006659178,"TrbFNU_h"
0.691,1.294,1.38,1.365,1.425,1.846,0.118057888939806,"TrbFNU_t"
7.217,8.346,8.497,8.433,8.606,8.954,0.289247860907433,"fDOMRFU_h"
7.117,8.259,8.433,8.363,8.552,8.946,0.305419418193056,"fDOMRFU_t"
21.43,24.88,25.28,25.12,25.6,26.77,0.836448469195474,"fDOMQSU_h"
21.56,24.92,25.35,25.17,25.67,26.67,0.826079418615216,"fDOMQSU_t"
93.24,98.46,99.19,99.64,100.2,108,2.01740795392461,"ODOst_h"
93.2,98.45,99.24,99.64,100.2,108.3,1.9860381440694,"ODOst_t"
7.875,8.306,8.362,8.401,8.438,9.186,0.159139571877805,"ODOmgL_h"
7.876,8.303,8.357,8.387,8.43,9.149,0.146799192279723,"ODOmgL_t"
7.859,7.961,7.991,8.01,8.037,8.369,0.0757071172626771,"pH_hyd"
7.856,7.954,7.984,8.003,8.031,8.338,0.075738434328849,"pH_tau"
0.1951,0.2566,0.2756,0.2757,0.2942,0.4043,0.0320565713824436,"CH4uM"
6804,8898,9576,9569,10240,14030,1183.19150848802,"CH4Sat"
0.196,0.258,0.279,0.2793,0.2971,0.4011,0.032984769305359,"CH4M_hy"
6731,8964,9692,9620,10250,13570,1064.29719640819,"CH4St_h"
0.1883,0.2483,0.2778,0.2807,0.3018,0.576,0.0435333872524404,"CH4uM_t"
6556,8564,9610,9652,10510,15490,1418.27328065175,"CH4St_t"
9.381,15.32,15.92,15.81,16.52,19.37,1.29561026703798,"CO2uM"
61.29,101.9,106.2,105.3,110.6,131.1,9.06671075844803,"CO2Sat"
9.94,15.1,16.02,15.7,16.58,19.95,1.46632893457653,"CO2M_hy"
62.91,99.84,106.2,104.5,110.7,130.5,9.96921616926012,"CO2St_h"
9.605,15,16.1,15.75,16.76,19.54,1.59704364407526,"CO2uM_t"
64.29,101.4,108.7,106.4,112.8,129.4,9.92820928594953,"CO2St_t"
